sales_id,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
506,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,44,233,10252,420,Online
507,Kohl's,1189833,01/05/2021,West,California,Los Angeles,Men's Street Footwear,47,252,11844,616,Online
508,Foot Locker,1128299,24/08/2021,Southeast,Virginia,Richmond,Men's Street Footwear,83,240,19920,896,Online
509,Walmart,1197831,19/07/2021,South,Arkansas,Little Rock,Men's Street Footwear,50,233,11650,583,Online
510,West Gear,1185732,18/09/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,252,13860,624,Online
511,West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Street Footwear,69,240,16560,861,Online
512,Walmart,1197831,16/09/2020,South,Texas,Houston,Women's Apparel,43,233,10019,541,Outlet
513,Foot Locker,1185732,05/07/2021,Southeast,South Carolina,Charleston,Men's Apparel,64,240,15360,691,Online
514,West Gear,1128299,06/11/2020,West,California,San Francisco,Women's Apparel,36,233,8388,176,Outlet
515,West Gear,1185732,08/03/2021,Northeast,New York,Albany,Men's Street Footwear,44,252,11088,654,Online
516,Foot Locker,1185732,28/01/2020,Northeast,New York,New York,Women's Athletic Footwear,31,240,7440,298,Outlet
517,West Gear,1128299,01/01/2021,West,California,San Francisco,Men's Athletic Footwear,51,233,11883,321,Outlet
518,Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,15876,826,Online
519,Walmart,1197831,14/08/2020,South,Texas,Houston,Women's Street Footwear,23,240,5520,204,Outlet
520,Kohl's,1189833,21/04/2021,West,California,Los Angeles,Women's Street Footwear,35,233,8155,343,Outlet
521,Foot Locker,1185732,18/10/2020,Southeast,Florida,Miami,Men's Athletic Footwear,35,250,8750,2625,In-store
522,West Gear,1128299,16/01/2021,West,California,San Francisco,Men's Apparel,44,240,10560,591,Outlet
523,Sports Direct,1197831,04/09/2021,South,Texas,Dallas,Men's Street Footwear,13,233,3029,115,Outlet
524,Kohl's,1189833,13/03/2021,West,California,Los Angeles,Men's Street Footwear,28,240,6720,309,Outlet
525,West Gear,1128299,07/02/2020,West,Nevada,Las Vegas,Men's Street Footwear,48,233,11184,492,Outlet
526,Kohl's,1189833,13/04/2021,West,California,Los Angeles,Men's Street Footwear,32,240,7680,361,Outlet
527,Foot Locker,1185732,19/10/2020,Southeast,Florida,Miami,Women's Street Footwear,25,250,6250,1875,In-store
528,Sports Direct,1197831,21/04/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,233,6757,345,Outlet
529,Kohl's,1189833,27/04/2021,West,California,Los Angeles,Women's Street Footwear,33,240,7920,364,Outlet
530,Foot Locker,1185732,22/10/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,250,8750,3938,In-store
531,Sports Direct,1197831,01/09/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35,233,8155,383,Outlet
532,West Gear,1128299,25/01/2021,West,California,San Francisco,Men's Athletic Footwear,42,287,12054,205,Outlet
533,Sports Direct,1197831,27/09/2021,South,Texas,Dallas,Women's Apparel,43,240,10320,619,Outlet
534,Amazon,1185732,14/10/2021,South,Alabama,Birmingham,Women's Street Footwear,30,250,7500,3000,Outlet
535,Sports Direct,1197831,12/09/2021,South,Alabama,Birmingham,Men's Street Footwear,27,233,6291,346,Outlet
536,Sports Direct,1197831,04/04/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,20,240,4800,211,Outlet
537,Sports Direct,1197831,13/09/2021,South,Alabama,Birmingham,Men's Athletic Footwear,39,233,9087,491,Outlet
538,Foot Locker,1185732,15/03/2020,Northeast,New York,New York,Women's Apparel,61,286,17446,698,Online
539,Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,6250,2500,In-store
540,Walmart,1185732,05/05/2020,Northeast,New York,New York,Women's Street Footwear,54,285,15390,723,Online
541,Sports Direct,1197831,10/04/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32,240,7680,361,Outlet
542,Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,6250,2188,In-store
543,Walmart,1197831,27/10/2020,South,Texas,Houston,Men's Athletic Footwear,44,285,12540,602,Online
544,Sports Direct,1197831,06/10/2021,South,Alabama,Birmingham,Men's Street Footwear,46,240,11040,618,Outlet
545,West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,6250,2500,In-store
546,Sports Direct,1197831,23/04/2021,South,Tennessee,Knoxville,Women's Street Footwear,46,285,13110,787,Online
547,Foot Locker,1128299,24/08/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,53,240,12720,534,Outlet
548,Walmart,1197831,25/08/2020,South,Texas,Houston,Men's Athletic Footwear,32,285,9120,383,Outlet
549,West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,5000,2000,In-store
550,Amazon,1185732,22/02/2021,Midwest,Ohio,Columbus,Women's Street Footwear,30,250,7500,3000,Online
551,Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,35,250,8750,3500,Online
552,Kohl's,1189833,25/04/2021,West,California,Los Angeles,Men's Street Footwear,30,285,8550,402,Outlet
553,Walmart,1197831,21/02/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,5000,2000,Online
554,Foot Locker,1185732,23/09/2020,Southeast,Florida,Miami,Men's Street Footwear,53,284,15052,828,Online
555,Walmart,1197831,19/03/2021,South,Arkansas,Little Rock,Men's Apparel,35,250,8750,3063,Online
556,Foot Locker,1185732,06/04/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,283,9339,532,Online
557,Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,48,282,13536,744,Online
558,West Gear,1128299,24/06/2021,West,Oregon,Portland,Men's Street Footwear,43,240,10320,392,Outlet
559,West Gear,1197831,21/02/2021,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online
560,Foot Locker,1185732,04/01/2020,Northeast,New York,New York,Women's Athletic Footwear,36,281,10116,374,Outlet
561,West Gear,1197831,05/05/2021,West,Idaho,Boise,Women's Apparel,33,240,7920,436,Outlet
562,West Gear,1197831,19/03/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,5000,1750,Online
563,Foot Locker,1128299,24/06/2021,Southeast,Virginia,Richmond,Men's Street Footwear,37,233,8621,319,Outlet
564,West Gear,1197831,19/09/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,3750,1500,Online
565,Sports Direct,1185732,19/01/2021,Southeast,Virginia,Richmond,Men's Street Footwear,23,233,5359,279,Outlet
566,West Gear,1197831,19/09/2021,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,6250,2188,Online
567,West Gear,1128299,23/12/2021,West,Oregon,Portland,Men's Athletic Footwear,56,233,13048,522,Outlet
568,West Gear,1197831,04/06/2021,West,Idaho,Boise,Men's Street Footwear,31,233,7223,274,Outlet
569,Kohl's,1197831,16/01/2021,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online
570,Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Street Footwear,38,233,8854,372,Outlet
571,Kohl's,1197831,14/02/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,250,6250,2188,Online
572,Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Street Footwear,40,240,9600,432,Outlet
573,Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Athletic Footwear,41,240,9840,453,Outlet
574,Foot Locker,1185732,03/02/2020,Northeast,New York,New York,Women's Athletic Footwear,41,239,9799,480,Online
575,Kohl's,1197831,12/03/2021,Midwest,Kansas,Wichita,Women's Street Footwear,10,250,2500,875,Online
576,Kohl's,1197831,12/03/2021,Midwest,Kansas,Wichita,Women's Apparel,25,250,6250,2188,Online
577,Kohl's,1197831,12/05/2021,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,8750,3063,Online
578,West Gear,1128299,01/07/2020,West,Washington,Seattle,Men's Street Footwear,73,239,17447,698,Online
579,Kohl's,1197831,12/09/2021,Midwest,Kansas,Wichita,Women's Street Footwear,15,250,3750,1313,Online
580,West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,77,239,18403,939,Online
581,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Women's Apparel,37,239,8843,531,Online
582,Sports Direct,1185732,09/06/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,8750,2625,In-store
583,Walmart,1197831,20/08/2021,South,Arkansas,Little Rock,Men's Street Footwear,43,233,10019,451,Outlet
584,West Gear,1128299,08/11/2020,West,California,San Francisco,Men's Athletic Footwear,36,239,8604,215,Outlet
585,Walmart,1197831,11/08/2020,South,Texas,Houston,Women's Apparel,39,232,9048,552,Online
586,Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,250,7500,2625,In-store
587,Sports Direct,1197831,18/10/2021,South,Texas,Dallas,Women's Street Footwear,46,239,10994,484,Outlet
588,Walmart,1197831,20/08/2020,South,Texas,Houston,Women's Street Footwear,37,232,8584,421,Online
589,Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,5000,1500,In-store
590,Sports Direct,1197831,08/08/2021,West,Idaho,Boise,Women's Apparel,44,239,10516,641,Outlet
591,Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Women's Apparel,30,250,7500,3000,In-store
592,Foot Locker,1185732,06/02/2021,Midwest,Iowa,Des Moines,Women's Apparel,15,250,3750,1500,In-store
593,Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Women's Apparel,20,250,5000,2000,In-store
594,Kohl's,1189833,14/05/2021,West,California,Los Angeles,Men's Athletic Footwear,51,232,11832,426,Online
595,Foot Locker,1185732,30/01/2020,Northeast,New York,New York,Women's Apparel,45,238,10710,375,Online
596,Sports Direct,1185732,15/09/2021,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,9744,614,Online
597,Foot Locker,1185732,05/09/2021,Southeast,South Carolina,Charleston,Women's Apparel,52,232,12064,724,Online
598,Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,8750,3063,In-store
599,Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Men's Street Footwear,49,232,11368,603,Online
600,Sports Direct,1197831,08/08/2020,South,Texas,Houston,Women's Street Footwear,24,232,5568,206,Outlet
601,West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,7500,2625,In-store
602,Kohl's,1189833,03/05/2021,West,California,Los Angeles,Women's Street Footwear,34,232,7888,347,Outlet
603,West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,5000,1500,In-store
604,Kohl's,1189833,30/05/2021,West,California,Los Angeles,Women's Apparel,44,232,10208,255,Outlet
605,West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Women's Apparel,30,250,7500,3000,In-store
606,Sports Direct,1197831,28/09/2021,South,Texas,Dallas,Men's Street Footwear,38,232,8816,406,Outlet
607,Foot Locker,1185732,04/02/2020,Northeast,New York,New York,Men's Apparel,44,281,12364,445,Outlet
608,West Gear,1185732,03/02/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,3750,1500,In-store
609,Walmart,1197831,22/10/2020,South,Texas,Houston,Women's Street Footwear,34,281,9554,373,Outlet
610,Foot Locker,1185732,05/02/2020,Northeast,New York,New York,Women's Apparel,49,238,11662,431,Online
611,West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,7500,2625,In-store
612,Sports Direct,1197831,26/04/2021,South,Tennessee,Knoxville,Women's Apparel,40,232,9280,622,Outlet
613,West Gear,1128299,08/01/2021,West,California,San Francisco,Women's Street Footwear,42,281,11802,531,Outlet
614,Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Women's Apparel,47,232,10904,665,Outlet
615,Walmart,1197831,18/08/2020,South,Texas,Houston,Men's Street Footwear,39,238,9282,436,Online
616,West Gear,1185732,10/02/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,6250,2188,In-store
617,Sports Direct,1197831,16/10/2021,South,Texas,Dallas,Men's Street Footwear,46,281,12926,608,Outlet
618,Walmart,1185732,16/09/2021,South,Mississippi,Jackson,Men's Street Footwear,40,232,9280,408,Outlet
619,Walmart,1197831,19/08/2020,South,Texas,Houston,Men's Athletic Footwear,42,238,9996,450,Online
620,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Women's Apparel,30,281,8430,447,Outlet
621,Foot Locker,1185732,14/03/2020,Northeast,New York,New York,Men's Apparel,58,231,13398,576,Online
622,Walmart,1197831,24/08/2020,South,Texas,Houston,Men's Street Footwear,37,238,8806,396,Online
623,West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,250,8750,3500,In-store
624,Kohl's,1189833,19/05/2021,West,California,Los Angeles,Men's Street Footwear,49,231,11319,566,Online
625,Walmart,1197831,25/08/2020,South,Texas,Houston,Men's Athletic Footwear,42,238,9996,460,Online
626,Sports Direct,1197831,16/09/2021,South,Texas,Dallas,Men's Street Footwear,41,231,9471,492,Online
627,Sports Direct,1197831,17/10/2021,South,Texas,Dallas,Men's Athletic Footwear,56,231,12936,673,Online
628,Walmart,1185732,24/04/2020,Northeast,New York,New York,Women's Apparel,59,280,16520,661,Online
629,West Gear,1185732,19/09/2020,Southeast,Florida,Miami,Women's Street Footwear,53,231,12243,453,Online
630,West Gear,1185732,17/04/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,250,7500,3000,In-store
631,Walmart,1197831,26/10/2020,South,Texas,Houston,Men's Street Footwear,41,238,9758,468,Online
632,West Gear,1197831,04/06/2021,West,Idaho,Boise,Women's Apparel,55,231,12705,775,Online
633,West Gear,1185732,17/04/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,20,250,5000,2000,In-store
634,Kohl's,1189833,25/04/2021,West,California,Los Angeles,Men's Street Footwear,41,238,9758,498,Online
635,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,50,231,11550,462,Online
636,Foot Locker,1185732,10/02/2020,Northeast,New York,New York,Men's Apparel,47,280,13160,461,Outlet
637,West Gear,1185732,18/09/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,25,250,6250,2500,In-store
638,Walmart,1185732,01/05/2020,Northeast,New York,New York,Men's Apparel,47,280,13160,474,Outlet
639,Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,231,7623,381,Online
640,Kohl's,1185732,07/04/2021,Northeast,New Jersey,Newark,Women's Apparel,35,250,8750,3500,In-store
641,West Gear,1185732,08/09/2021,Northeast,New York,Albany,Men's Street Footwear,50,238,11900,702,Online
642,Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,15477,929,Online
643,Kohl's,1185732,12/02/2021,Northeast,New York,Albany,Men's Street Footwear,37,238,8806,537,Online
644,Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Women's Apparel,54,231,12474,798,Online
645,Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,10948,602,Online
646,Amazon,1185732,11/02/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,231,7392,370,Online
647,Sports Direct,1197831,21/07/2020,Northeast,New York,New York,Women's Street Footwear,27,238,6426,251,Outlet
648,Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,6237,324,Online
649,Kohl's,1189833,24/05/2021,West,California,Los Angeles,Women's Apparel,49,238,11662,280,Outlet
650,Amazon,1185732,09/12/2021,Midwest,Ohio,Columbus,Men's Street Footwear,70,231,16170,809,Online
651,Sports Direct,1197831,30/07/2020,South,Texas,Houston,Women's Apparel,26,231,6006,330,Outlet
652,West Gear,1128299,14/11/2020,West,California,San Francisco,Men's Athletic Footwear,39,231,9009,207,Outlet
653,Kohl's,1189833,27/05/2021,West,California,Los Angeles,Women's Street Footwear,39,231,9009,414,Outlet
654,West Gear,1128299,13/02/2020,West,Nevada,Las Vegas,Men's Street Footwear,44,238,10472,482,Outlet
655,Sports Direct,1197831,29/08/2021,South,Texas,Dallas,Men's Street Footwear,13,231,3003,120,Outlet
656,Walmart,1128299,17/06/2021,Southeast,Florida,Orlando,Women's Street Footwear,60,238,14280,471,Outlet
657,Walmart,1128299,17/08/2021,Southeast,Florida,Orlando,Women's Street Footwear,62,231,14322,473,Outlet
658,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Women's Street Footwear,72,238,17136,583,Outlet
659,Walmart,1128299,17/11/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,46,231,10626,340,Outlet
660,Kohl's,1128299,25/12/2021,West,New Mexico,Albuquerque,Men's Street Footwear,44,238,10472,440,Outlet
661,Foot Locker,1128299,24/06/2021,Southeast,Virginia,Richmond,Women's Apparel,82,231,18942,701,Outlet
662,Foot Locker,1185732,16/05/2021,South,Mississippi,Jackson,Men's Street Footwear,27,238,6426,270,Outlet
663,West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,29,231,6699,308,Outlet
664,West Gear,1128299,24/06/2021,West,Oregon,Portland,Women's Apparel,74,231,17094,564,Outlet
665,Foot Locker,1185732,29/01/2020,Northeast,New York,New York,Men's Apparel,59,230,13570,570,Online
666,West Gear,1197831,19/12/2021,South,Arkansas,Little Rock,Men's Street Footwear,55,238,13090,602,Outlet
667,Foot Locker,1185732,09/02/2020,Northeast,New York,New York,Women's Athletic Footwear,46,230,10580,508,Online
668,West Gear,1128299,13/11/2020,West,California,San Francisco,Men's Street Footwear,49,230,11270,507,Online
669,Foot Locker,1185732,08/08/2020,West,Washington,Seattle,Women's Street Footwear,34,230,7820,305,Online
670,Sports Direct,1185732,05/02/2021,Northeast,New Jersey,Newark,Women's Street Footwear,30,250,7500,2250,In-store
671,West Gear,1128299,31/01/2021,West,California,San Francisco,Men's Athletic Footwear,39,280,10920,197,Outlet
672,Walmart,1197831,23/10/2020,South,Texas,Houston,Women's Athletic Footwear,36,230,8280,414,Outlet
673,Sports Direct,1197831,11/09/2021,South,Texas,Dallas,Men's Athletic Footwear,40,280,11200,459,Outlet
674,Kohl's,1189833,05/05/2021,West,California,Los Angeles,Men's Apparel,43,230,9890,613,Outlet
675,Sports Direct,1197831,15/09/2021,South,Texas,Dallas,Women's Apparel,42,280,11760,647,Outlet
676,West Gear,1197831,19/07/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,43,238,10234,430,Outlet
677,Sports Direct,1197831,17/08/2021,South,Texas,Dallas,Men's Street Footwear,19,230,4370,140,Outlet
678,Sports Direct,1185732,03/03/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,30,250,7500,2250,In-store
679,Walmart,1185732,25/04/2020,Northeast,New York,New York,Men's Apparel,64,236,15104,634,Online
680,Sports Direct,1197831,05/09/2021,West,Idaho,Boise,Men's Street Footwear,41,230,9430,434,Outlet
681,Sports Direct,1185732,17/01/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,30,250,7500,1875,In-store
682,Sports Direct,1197831,05/09/2021,South,Alabama,Birmingham,Women's Apparel,36,280,10080,645,Outlet
683,Sports Direct,1197831,01/08/2020,South,Texas,Houston,Men's Athletic Footwear,39,236,9204,414,Online
684,West Gear,1197831,20/08/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,41,230,9430,396,Outlet
685,Sports Direct,1197831,11/09/2021,South,Alabama,Birmingham,Women's Apparel,47,280,13160,921,Outlet
686,West Gear,1128299,30/01/2021,West,California,San Francisco,Men's Street Footwear,51,236,12036,542,Online
687,Walmart,1128299,16/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,58,280,16240,585,Outlet
688,West Gear,1128299,06/02/2021,West,California,San Francisco,Men's Athletic Footwear,58,236,13688,342,Online
689,West Gear,1128299,25/12/2020,West,California,San Francisco,Men's Street Footwear,56,228,12768,600,Online
690,Kohl's,1185732,10/07/2021,West,Wyoming,Cheyenne,Men's Street Footwear,48,228,10944,700,Online
691,Walmart,1185732,17/04/2020,Northeast,New York,New York,Men's Apparel,43,279,11997,396,Outlet
692,Sports Direct,1197831,14/04/2021,South,Tennessee,Knoxville,Women's Apparel,49,236,11564,752,Online
693,Walmart,1185732,07/05/2020,Northeast,New York,New York,Men's Apparel,48,279,13392,496,Outlet
694,Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Women's Apparel,68,228,15504,930,Online
695,Foot Locker,1185732,06/03/2020,Northeast,New York,New York,Women's Street Footwear,46,278,12788,614,Online
696,Sports Direct,1197831,27/07/2020,South,Texas,Houston,Women's Street Footwear,27,236,6372,261,Outlet
697,Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Men's Street Footwear,61,228,13908,695,Online
698,Sports Direct,1197831,24/08/2021,South,Texas,Dallas,Men's Athletic Footwear,31,236,7316,293,Outlet
699,Sports Direct,1197831,05/08/2020,South,Texas,Houston,Women's Apparel,29,228,6612,364,Outlet
700,Sports Direct,1197831,03/10/2021,South,Texas,Dallas,Women's Apparel,33,236,7788,459,Outlet
701,Walmart,1197831,03/09/2020,South,Texas,Houston,Men's Apparel,35,228,7980,271,Outlet
702,Foot Locker,1185732,22/09/2020,Southeast,Florida,Miami,Women's Apparel,56,278,15568,950,Online
703,Sports Direct,1197831,15/10/2021,South,Texas,Dallas,Women's Apparel,51,236,12036,734,Outlet
704,Sports Direct,1185732,15/02/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,250,8750,2188,In-store
705,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Women's Apparel,58,278,16124,984,Online
706,Walmart,1197831,21/06/2021,South,Arkansas,Little Rock,Men's Street Footwear,28,236,6608,291,Outlet
707,Foot Locker,1185732,03/01/2020,Northeast,New York,New York,Women's Street Footwear,36,250,9000,414,Online
708,Walmart,1197831,23/08/2020,South,Texas,Houston,Women's Apparel,47,250,11750,752,Online
709,West Gear,1128299,03/01/2021,West,California,San Francisco,Women's Athletic Footwear,42,228,9576,402,Outlet
710,West Gear,1185732,09/08/2021,Northeast,New York,Albany,Men's Street Footwear,62,250,15500,868,Online
711,West Gear,1128299,09/02/2021,West,California,San Francisco,Men's Apparel,51,228,11628,547,Outlet
712,Kohl's,1189833,20/03/2021,West,California,Los Angeles,Men's Athletic Footwear,36,228,8208,230,Outlet
713,Kohl's,1189833,28/04/2021,West,California,Los Angeles,Women's Athletic Footwear,29,228,6612,264,Outlet
714,Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Women's Street Footwear,46,250,11500,610,Online
715,Sports Direct,1197831,12/10/2021,South,Texas,Dallas,Women's Street Footwear,51,228,11628,512,Outlet
716,Foot Locker,1185732,07/06/2021,Southeast,South Carolina,Charleston,Women's Apparel,65,250,16250,1040,Online
717,Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,53,250,13250,689,Online
718,West Gear,1128299,07/01/2021,West,California,San Francisco,Men's Athletic Footwear,63,248,15624,578,Online
719,Sports Direct,1197831,02/09/2021,South,Alabama,Birmingham,Women's Street Footwear,35,228,7980,407,Outlet
720,West Gear,1128299,14/01/2021,West,California,San Francisco,Women's Street Footwear,62,248,15376,707,Online
721,West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Street Footwear,20,228,4560,196,Outlet
722,West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,20,225,4500,1800,In-store
723,West Gear,1185732,24/04/2020,Southeast,Florida,Miami,Women's Apparel,64,248,15872,1016,Online
724,West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,228,6156,265,Outlet
725,West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Street Footwear,23,228,5244,236,Outlet
726,West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,In-store
727,Walmart,1197831,19/05/2021,South,Arkansas,Little Rock,Men's Street Footwear,26,228,5928,273,Outlet
728,West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,In-store
729,Foot Locker,1185732,08/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,7875,2756,Outlet
730,West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,225,7875,2756,In-store
731,West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225,7875,2363,In-store
732,West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,225,5625,2250,In-store
733,Foot Locker,1185732,14/06/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,9000,3150,Outlet
734,West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,35,225,7875,2756,In-store
735,West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,40,225,9000,3150,In-store
736,West Gear,1185732,11/09/2021,Midwest,Indiana,Indianapolis,Women's Apparel,40,225,9000,3600,In-store
737,Foot Locker,1185732,05/01/2020,Northeast,New York,New York,Men's Apparel,55,234,12870,515,Online
738,West Gear,1185732,16/03/2021,Northeast,West Virginia,Charleston,Men's Apparel,40,225,9000,3600,In-store
739,Foot Locker,1185732,15/07/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,9000,3600,Outlet
740,Foot Locker,1185732,24/10/2021,South,Texas,Dallas,Women's Street Footwear,35,225,7875,3150,Outlet
741,West Gear,1185732,18/09/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,225,5625,2250,In-store
742,Foot Locker,1185732,28/10/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,225,7875,3544,In-store
743,West Gear,1185732,18/09/2021,Northeast,West Virginia,Charleston,Men's Apparel,35,225,7875,3150,In-store
744,Foot Locker,1185732,01/02/2020,Northeast,New York,New York,Men's Athletic Footwear,47,234,10998,451,Online
745,Foot Locker,1185732,24/11/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
746,Foot Locker,1185732,24/01/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,225,7875,2756,In-store
747,Sports Direct,1197831,19/07/2020,Northeast,New York,New York,Men's Street Footwear,24,234,5616,264,Online
748,Foot Locker,1185732,24/01/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,25,225,5625,1969,In-store
749,Sports Direct,1197831,06/08/2020,South,Texas,Houston,Men's Street Footwear,27,234,6318,303,Online
750,Foot Locker,1185732,24/01/2021,Northeast,West Virginia,Charleston,Women's Apparel,35,225,7875,2363,In-store
751,Walmart,1197831,07/09/2020,South,Texas,Houston,Women's Street Footwear,46,234,10764,527,Online
752,Foot Locker,1185732,30/11/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
753,West Gear,1185732,22/02/2021,Northeast,Maryland,Baltimore,Women's Apparel,35,225,7875,2363,In-store
754,Foot Locker,1185732,22/05/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,7875,2756,Outlet
755,Foot Locker,1185732,15/02/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,225,9000,3150,In-store
756,Walmart,1197831,20/10/2020,South,Texas,Houston,Men's Street Footwear,43,234,10062,493,Online
